match_date,home_team,away_team,home_score,away_score,tournament,city,country,neutral_bool,tournament_weight,home_goals_scored_avg,away_goals_scored_avg,home_goals_conceded_avg,away_goals_conceded_avg,home_form_avg,away_form_avg,home_elo_before,away_elo_before
2018-06-02,Ellan Vannin,Tamil Eelam,2.0,0.0,CONIFA World Football Cup,Carshalton,England,True,1.0,2.0,4.8,1.8,1.2,1.4,2.4,1513.6,1486.4
2018-06-02,Barawa,Cascadia,1.0,2.0,CONIFA World Football Cup,Carshalton,England,False,1.0,2.0,1.0,2.6666666666666665,4.0,1.0,0.0,1513.6,1486.4
2018-06-02,Zambia,Namibia,0.0,0.0,COSAFA Cup,Polokwane,South Africa,True,1.0,1.4,0.2,1.4,0.8,1.4,0.8,1500.0,1500.0
2018-06-02,Lesotho,Eswatini,1.0,0.0,COSAFA Cup,Polokwane,South Africa,True,1.0,0.8,0.4,2.2,0.8,0.6,0.8,1500.0,1500.0
2018-06-02,Latvia,Estonia,1.0,0.0,Baltic Cup,Riga,Latvia,False,1.0,1.0,2.0,1.8,0.4,0.8,2.0,1500.0,1513.6
2018-06-02,Kenya,New Zealand,2.0,1.0,Intercontinental Cup,Mumbai,India,True,1.0,0.8,1.8,0.4,1.4,1.8,1.0,1500.0,1500.0
2018-06-02,Abkhazia,Kárpátalja,0.0,2.0,CONIFA World Football Cup,Enfield,England,True,1.0,1.2,2.0,1.0,1.6,1.2,1.2,1513.6,1500.0
2018-06-02,Panjab,Western Armenia,0.0,1.0,CONIFA World Football Cup,Slough,England,True,1.0,3.4,0.4,0.8,1.4,2.0,0.4,1513.6,1500.0
2018-06-02,Székely Land,Matabeleland,5.0,0.0,CONIFA World Football Cup,Haringey,England,True,1.0,2.6,1.0,1.2,6.0,2.0,0.0,1513.6,1486.4
2018-06-02,Padania,Tuvalu,8.0,0.0,CONIFA World Football Cup,Haringey,England,True,1.0,2.0,1.2,0.6,4.8,1.8,1.2,1513.6,1486.4
2018-06-02,United Koreans in Japan,Kabylia,0.0,0.0,CONIFA World Football Cup,Bracknell,England,True,1.0,0.6,0.0,1.4,8.0,0.6,0.0,1500.0,1486.4
2018-06-02,Northern Cyprus,Tibet,3.0,1.0,CONIFA World Football Cup,Enfield,England,True,1.0,2.4,2.4,0.6,11.6,1.8,0.6,1500.0,1486.4
2018-06-03,Abkhazia,Northern Cyprus,2.0,2.0,CONIFA World Football Cup,Enfield,England,True,1.0,0.8,1.4,1.0,0.8,1.0,1.8,1499.4679140613798,1513.06791406138
2018-06-03,South Africa,Madagascar,0.0,0.0,COSAFA Cup,Polokwane,South Africa,False,1.0,1.2,1.6,1.8,0.6,0.6,2.2,1500.0,1525.605368606234
2018-06-03,Zimbabwe,Botswana,1.0,1.0,COSAFA Cup,Polokwane,South Africa,True,1.0,3.0,2.0,1.0,1.2,2.6,1.4,1500.0,1525.605368606234
2018-06-03,Tamil Eelam,Cascadia,0.0,6.0,CONIFA World Football Cup,Haringey,England,True,1.0,2.8,1.5,1.6,2.5,1.8,1.5,1473.8625454551461,1501.0625454551462
2018-06-03,Barawa,Ellan Vannin,2.0,0.0,CONIFA World Football Cup,Rotherhithe,England,False,1.0,1.75,2.4,2.5,1.6,0.75,2.0,1498.9374545448538,1526.1374545448539
2018-06-03,Kárpátalja,Tibet,5.0,1.0,CONIFA World Football Cup,Bracknell,England,True,1.0,2.4,2.6,1.4,10.2,1.8,0.6,1514.13208593862,1473.3320859386201
2018-06-03,Padania,Székely Land,3.0,1.0,CONIFA World Football Cup,Bedfont,England,True,1.0,3.4,3.4,0.4,1.0,2.2,2.4,1526.1374545448539,1526.1374545448539
2018-06-03,Tuvalu,Matabeleland,1.0,3.0,CONIFA World Football Cup,Haringey,England,True,1.0,0.8,0.5,6.2,5.5,0.6,0.0,1473.8625454551461,1473.8625454551461
2018-06-03,Panjab,United Koreans in Japan,1.0,1.0,CONIFA World Football Cup,Slough,England,True,1.0,2.4,0.6,1.0,0.8,1.4,0.8,1499.4679140613798,1499.46791406138
2018-06-03,Western Armenia,Kabylia,4.0,0.0,CONIFA World Football Cup,Enfield,England,True,1.0,0.6,0.0,1.2,4.0,1.0,0.5,1514.13208593862,1486.93208593862
2018-06-04,India,Kenya,3.0,0.0,Intercontinental Cup,Mumbai,India,False,1.0,2.8,1.2,1.0,0.6,2.0,2.2,1501.5739281237848,1513.6
2018-06-05,South Africa,Namibia,4.0,1.0,COSAFA Cup,Polokwane,South Africa,False,1.0,1.0,0.2,1.4,0.4,0.8,1.0,1501.0004844856303,1500.0
2018-06-05,Abkhazia,Tamil Eelam,6.0,0.0,CONIFA World Football Cup,Aveley,England,True,1.0,1.2,2.0,1.4,2.6,1.0,1.2,1499.9999999999998,1461.3250909102921
