date,home_team,away_team,home_score,away_score,tournament
2004-08-18,Haití,Brasil,0.0,6.0,Friendly
2004-08-18,Jamaica,Estados Unidos,1.0,1.0,FIFA World Cup qualification
2004-08-18,Japón,Argentina,1.0,2.0,Friendly
2004-08-18,Jordania,Azerbaijan,1.0,1.0,Friendly
2004-08-18,Noruega,Bélgica,2.0,2.0,Friendly
2004-08-18,Scotland,Hungary,0.0,3.0,Friendly
2004-08-18,Senegal,Costa de Marfil,1.0,2.0,Friendly
2004-08-18,España,Venezuela,3.0,2.0,Friendly
2004-08-18,Suecia,Países Bajos,2.0,2.0,Friendly
2004-08-18,Suiza,Northern Ireland,0.0,0.0,Friendly
2004-08-18,Túnez,South Africa,0.0,2.0,Friendly
2004-08-18,Turquía,Belarus,1.0,2.0,Friendly
2004-08-31,Jordania,Lebanon,2.0,2.0,Friendly
2004-09-01,Arabia Saudita,Kuwait,1.0,1.0,Friendly
2004-09-03,Países Bajos,Liechtenstein,3.0,0.0,Friendly
2004-09-03,España,Scotland,1.0,1.0,Friendly
2004-09-04,Austria,Inglaterra,2.0,2.0,FIFA World Cup qualification
2004-09-04,Bélgica,Lithuania,1.0,1.0,FIFA World Cup qualification
2004-09-04,Canadá,Honduras,1.0,1.0,FIFA World Cup qualification
2004-09-04,Croacia,Hungary,3.0,0.0,FIFA World Cup qualification
2004-09-04,Francia,Israel,0.0,0.0,FIFA World Cup qualification
2004-09-04,Italia,Noruega,2.0,1.0,FIFA World Cup qualification
2004-09-04,Jamaica,Panamá,1.0,2.0,FIFA World Cup qualification
2004-09-04,Latvia,Portugal,0.0,2.0,FIFA World Cup qualification
2004-09-04,Malta,Suecia,0.0,7.0,FIFA World Cup qualification
2004-09-04,Marruecos,Túnez,1.0,1.0,FIFA World Cup qualification
2004-09-04,Perú,Argentina,1.0,3.0,FIFA World Cup qualification
2004-09-04,Suiza,Faroe Islands,6.0,0.0,FIFA World Cup qualification
2004-09-04,Turquía,Georgia,1.0,1.0,FIFA World Cup qualification
2004-09-04,Estados Unidos,El Salvador,2.0,0.0,FIFA World Cup qualification
2004-09-05,Argelia,Gabon,0.0,3.0,FIFA World Cup qualification
2004-09-05,Brasil,Bolivia,3.0,1.0,FIFA World Cup qualification
2004-09-05,Chile,Colombia,0.0,0.0,FIFA World Cup qualification
2004-09-05,RD Congo,South Africa,1.0,0.0,FIFA World Cup qualification
2004-09-05,Egipto,Cameroon,3.0,2.0,FIFA World Cup qualification
2004-09-05,Ghana,Cape Verde,2.0,0.0,FIFA World Cup qualification
2004-09-05,Costa de Marfil,Sudan,5.0,0.0,FIFA World Cup qualification
2004-09-05,Mali,Senegal,2.0,2.0,FIFA World Cup qualification
2004-09-05,Paraguay,Venezuela,1.0,0.0,FIFA World Cup qualification
2004-09-05,Togo,RD Congo,2.0,0.0,FIFA World Cup qualification
2004-09-05,Uruguay,Ecuador,1.0,0.0,FIFA World Cup qualification
2004-09-08,Austria,Azerbaijan,2.0,0.0,FIFA World Cup qualification
2004-09-08,Bosnia y Herzegovina,España,1.0,1.0,FIFA World Cup qualification
2004-09-08,Costa Rica,Canadá,1.0,0.0,FIFA World Cup qualification
2004-09-08,Faroe Islands,Francia,0.0,2.0,FIFA World Cup qualification
2004-09-08,Alemania,Brasil,1.0,1.0,Friendly
2004-09-08,Greece,Turquía,0.0,0.0,FIFA World Cup qualification
2004-09-08,India,Japón,0.0,4.0,FIFA World Cup qualification
2004-09-08,Jordania,Iran,0.0,2.0,FIFA World Cup qualification
2004-09-08,Laos,Qatar,1.0,6.0,FIFA World Cup qualification
2004-09-08,Países Bajos,Czech Republic,2.0,0.0,FIFA World Cup qualification
2004-09-08,Noruega,Belarus,1.0,1.0,FIFA World Cup qualification
2004-09-08,Palestine,Uzbekistán,0.0,3.0,FIFA World Cup qualification
2004-09-08,Panamá,Estados Unidos,1.0,1.0,FIFA World Cup qualification
2004-09-08,Polonia,Inglaterra,1.0,2.0,FIFA World Cup qualification
2004-09-08,Portugal,Estonia,4.0,0.0,FIFA World Cup qualification
2004-09-08,Scotland,Slovenia,0.0,0.0,FIFA World Cup qualification
2004-09-08,Suecia,Croacia,0.0,1.0,FIFA World Cup qualification
2004-09-08,Suiza,Republic Of Ireland,1.0,1.0,FIFA World Cup qualification
2004-09-08,Trinidad And Tobago,México,1.0,3.0,FIFA World Cup qualification
2004-09-08,Turkmenistan,Arabia Saudita,0.0,1.0,FIFA World Cup qualification
2004-09-08,Vietnam,Corea del Sur,1.0,2.0,FIFA World Cup qualification
2004-09-08,Taiwan,Iraq,1.0,4.0,FIFA World Cup qualification
2004-10-06,Arabia Saudita,Syria,2.0,2.0,Friendly
2004-10-06,México,Saint Vincent And The Grenadines,7.0,0.0,FIFA World Cup qualification
2004-10-07,Oman,Iraq,1.0,0.0,Friendly
2004-10-08,Libya,Egipto,2.0,1.0,FIFA World Cup qualification
2004-10-08,Qatar,Syria,1.0,2.0,Friendly
2004-10-08,Thailand,Jordania,2.0,3.0,Friendly
2004-10-09,Argentina,Uruguay,4.0,2.0,FIFA World Cup qualification
2004-10-09,Austria,Polonia,1.0,3.0,FIFA World Cup qualification
2004-10-09,Bosnia y Herzegovina,Serbia,0.0,0.0,FIFA World Cup qualification
2004-10-09,Cape Verde,Burkina Faso,1.0,0.0,FIFA World Cup qualification
2004-10-09,Colombia,Paraguay,1.0,1.0,FIFA World Cup qualification
2004-10-09,Croacia,Bulgaria,2.0,2.0,FIFA World Cup qualification
2004-10-09,Czech Republic,Romania,1.0,0.0,FIFA World Cup qualification
2004-10-09,El Salvador,Estados Unidos,0.0,2.0,FIFA World Cup qualification
2004-10-09,Inglaterra,Wales,2.0,0.0,FIFA World Cup qualification
2004-10-09,Francia,Republic Of Ireland,0.0,0.0,FIFA World Cup qualification
2004-10-09,Honduras,Canadá,1.0,1.0,FIFA World Cup qualification
2004-10-09,Iran,Alemania,0.0,2.0,Friendly
2004-10-09,Israel,Suiza,2.0,2.0,FIFA World Cup qualification
2004-10-09,Liechtenstein,Portugal,2.0,2.0,FIFA World Cup qualification
2004-10-09,North Macedonia,Países Bajos,2.0,2.0,FIFA World Cup qualification
2004-10-09,Malawi,Túnez,2.0,2.0,FIFA World Cup qualification
2004-10-09,Panamá,Jamaica,1.0,1.0,FIFA World Cup qualification
2004-10-09,Rwanda,Argelia,1.0,1.0,FIFA World Cup qualification
2004-10-09,Scotland,Noruega,0.0,1.0,FIFA World Cup qualification
2004-10-09,Solomon Islands,Australia,1.0,5.0,Oceania Nations Cup
2004-10-09,España,Bélgica,2.0,0.0,FIFA World Cup qualification
2004-10-09,Suecia,Hungary,3.0,0.0,FIFA World Cup qualification
2004-10-09,Turquía,Kazakhstan,4.0,0.0,FIFA World Cup qualification
2004-10-09,Venezuela,Brasil,2.0,5.0,FIFA World Cup qualification
2004-10-10,Benin,Costa de Marfil,0.0,1.0,FIFA World Cup qualification
2004-10-10,RD Congo,Zambia,2.0,3.0,FIFA World Cup qualification
2004-10-10,Ecuador,Chile,2.0,0.0,FIFA World Cup qualification
2004-10-10,Ghana,RD Congo,0.0,0.0,FIFA World Cup qualification
2004-10-10,Guinea,Marruecos,1.0,1.0,FIFA World Cup qualification
2004-10-10,Liberia,Senegal,0.0,3.0,FIFA World Cup qualification
2004-10-10,Uganda,South Africa,0.0,1.0,FIFA World Cup qualification
2004-10-10,Saint Vincent And The Grenadines,México,0.0,1.0,FIFA World Cup qualification
2004-10-12,Australia,Solomon Islands,6.0,0.0,Oceania Nations Cup
2004-10-12,Bolivia,Uruguay,0.0,0.0,FIFA World Cup qualification
2004-10-12,Indonesia,Arabia Saudita,1.0,3.0,FIFA World Cup qualification
2004-10-13,Armenia,Czech Republic,0.0,3.0,FIFA World Cup qualification
2004-10-13,Azerbaijan,Inglaterra,0.0,1.0,FIFA World Cup qualification
2004-10-13,Brasil,Colombia,0.0,0.0,FIFA World Cup qualification
2004-10-13,Canadá,Costa Rica,1.0,3.0,FIFA World Cup qualification
2004-10-13,Chile,Argentina,0.0,0.0,FIFA World Cup qualification
2004-10-13,Cyprus,Francia,0.0,2.0,FIFA World Cup qualification
2004-10-13,Dinamarca,Turquía,1.0,1.0,FIFA World Cup qualification
2004-10-13,Iceland,Suecia,1.0,4.0,FIFA World Cup qualification
2004-10-13,Iraq,Uzbekistán,1.0,2.0,FIFA World Cup qualification
2004-10-13,Laos,Jordania,2.0,3.0,FIFA World Cup qualification
2004-10-13,Lebanon,Corea del Sur,1.0,1.0,FIFA World Cup qualification
2004-10-13,Lithuania,España,0.0,0.0,FIFA World Cup qualification
2004-10-13,México,Trinidad And Tobago,3.0,0.0,FIFA World Cup qualification
2004-10-13,Moldova,Scotland,1.0,1.0,FIFA World Cup qualification
2004-10-13,Países Bajos,Finland,3.0,1.0,FIFA World Cup qualification
2004-10-13,Northern Ireland,Austria,3.0,3.0,FIFA World Cup qualification
2004-10-13,Noruega,Slovenia,3.0,0.0,FIFA World Cup qualification
2004-10-13,Oman,Japón,0.0,1.0,FIFA World Cup qualification
2004-10-13,Paraguay,Perú,1.0,1.0,FIFA World Cup qualification
2004-10-13,Portugal,Russia,7.0,1.0,FIFA World Cup qualification
2004-10-13,Qatar,Iran,2.0,3.0,FIFA World Cup qualification
2004-10-13,Estados Unidos,Panamá,6.0,0.0,FIFA World Cup qualification
2004-10-14,Venezuela,Ecuador,3.0,1.0,FIFA World Cup qualification
2004-10-20,Ecuador,Jordania,0.0,3.0,Friendly
2004-10-22,Libya,Jordania,1.0,0.0,Friendly
2004-10-22,Nigeria,Ecuador,2.0,2.0,Friendly
2004-10-27,México,Ecuador,2.0,1.0,Friendly
2004-11-10,México,Guatemala,2.0,0.0,Friendly
2004-11-11,United Arab Emirates,Jordania,4.0,0.0,Friendly
2004-11-13,Saint Kitts And Nevis,México,0.0,5.0,FIFA World Cup qualification
2004-11-16,Australia,Noruega,2.0,2.0,Friendly
2004-11-16,Iraq,Palestine,4.0,1.0,FIFA World Cup qualification
2004-11-16,Republic Of Ireland,Croacia,1.0,0.0,Friendly
2004-11-17,Argelia,Senegal,1.0,2.0,Friendly
2004-11-17,Andorra,Países Bajos,0.0,3.0,FIFA World Cup qualification
2004-11-17,Argentina,Venezuela,3.0,2.0,FIFA World Cup qualification
2004-11-17,Bélgica,Serbia,0.0,2.0,FIFA World Cup qualification
2004-11-17,Colombia,Bolivia,1.0,0.0,FIFA World Cup qualification
2004-11-17,Ecuador,Brasil,1.0,0.0,FIFA World Cup qualification
2004-11-17,Francia,Polonia,0.0,0.0,Friendly
2004-11-17,Alemania,Cameroon,3.0,0.0,Friendly
2004-11-17,Guatemala,Canadá,0.0,1.0,FIFA World Cup qualification
2004-11-17,Iran,Laos,7.0,0.0,FIFA World Cup qualification
2004-11-17,Japón,Singapore,1.0,0.0,FIFA World Cup qualification
2004-11-17,Corea del Sur,Maldives,2.0,0.0,FIFA World Cup qualification
2004-11-17,Luxembourg,Portugal,0.0,5.0,FIFA World Cup qualification
2004-11-17,North Macedonia,Czech Republic,0.0,2.0,FIFA World Cup qualification
2004-11-17,México,Saint Kitts And Nevis,8.0,0.0,FIFA World Cup qualification
2004-11-17,Marruecos,Burkina Faso,4.0,0.0,Friendly
2004-11-17,Panamá,El Salvador,3.0,0.0,FIFA World Cup qualification
2004-11-17,Qatar,Jordania,2.0,0.0,FIFA World Cup qualification
2004-11-17,Arabia Saudita,Sri Lanka,3.0,0.0,FIFA World Cup qualification
2004-11-17,Scotland,Suecia,1.0,4.0,Friendly
2004-11-17,South Africa,Nigeria,2.0,1.0,Friendly
2004-11-17,España,Inglaterra,1.0,0.0,Friendly
2004-11-17,Turquía,Ucrania,0.0,3.0,FIFA World Cup qualification
2004-11-17,Uruguay,Paraguay,1.0,0.0,FIFA World Cup qualification
2004-11-17,Estados Unidos,Jamaica,1.0,1.0,FIFA World Cup qualification
2004-11-17,Uzbekistán,Taiwan,6.0,1.0,FIFA World Cup qualification
2004-11-24,Haití,United States Virgin Islands,11.0,0.0,CFU Caribbean Cup qualification
2004-11-26,Saint Martin,Haití,0.0,2.0,CFU Caribbean Cup qualification
2004-11-28,Jamaica,Haití,3.0,1.0,CFU Caribbean Cup qualification
2004-11-29,Egipto,Bulgaria,1.0,1.0,Friendly
2004-12-01,Qatar,Lebanon,4.0,1.0,Friendly
2004-12-03,Iraq,Yemen,3.0,1.0,Friendly
2004-12-05,Qatar,Yemen,3.0,0.0,Friendly
2004-12-10,Iraq,Oman,1.0,3.0,Gulf Cup
2004-12-10,Qatar,United Arab Emirates,2.0,2.0,Gulf Cup
2004-12-11,Arabia Saudita,Kuwait,1.0,2.0,Gulf Cup
2004-12-12,Haití,Saint Kitts And Nevis,1.0,0.0,CFU Caribbean Cup qualification
2004-12-13,Qatar,Iraq,3.0,3.0,Gulf Cup
2004-12-14,Arabia Saudita,Yemen,2.0,0.0,Gulf Cup
2004-12-15,Saint Kitts And Nevis,Haití,0.0,2.0,CFU Caribbean Cup qualification
2004-12-16,Iraq,United Arab Emirates,1.0,1.0,Gulf Cup
2004-12-16,Japón,Alemania,0.0,3.0,Friendly
2004-12-16,Qatar,Oman,2.0,1.0,Gulf Cup
2004-12-17,Bahrain,Arabia Saudita,3.0,0.0,Gulf Cup
2004-12-18,Iran,Panamá,1.0,0.0,Friendly
2004-12-19,Corea del Sur,Alemania,3.0,1.0,Friendly
2004-12-20,Qatar,Kuwait,2.0,0.0,Gulf Cup
2004-12-21,Thailand,Alemania,1.0,5.0,Friendly
2004-12-24,Qatar,Oman,1.0,1.0,Gulf Cup
2004-12-29,Catalonia,Argentina,0.0,3.0,Friendly
2005-01-08,Egipto,Uganda,3.0,0.0,Friendly
2005-01-09,Haití,Cuba,0.0,1.0,CFU Caribbean Cup qualification
2005-01-12,Costa Rica,Haití,3.0,3.0,Friendly
2005-01-15,Colombia,Corea del Sur,2.0,1.0,Friendly
2005-01-16,Cuba,Haití,1.0,1.0,CFU Caribbean Cup qualification
2005-01-17,Guatemala,Colombia,1.0,1.0,Friendly
2005-01-19,Paraguay,Corea del Sur,1.0,1.0,Friendly
2005-01-22,Kuwait,Noruega,1.0,1.0,Friendly
2005-01-22,Suecia,Corea del Sur,1.0,1.0,Friendly
2005-01-23,Guatemala,Paraguay,1.0,2.0,Friendly
2005-01-25,Bahrain,Noruega,0.0,1.0,Friendly
2005-01-25,Arabia Saudita,Tajikistan,3.0,0.0,Friendly
2005-01-26,Ecuador,Panamá,2.0,0.0,Friendly
2005-01-26,México,Suecia,0.0,0.0,Friendly
2005-01-28,Jordania,Noruega,0.0,0.0,Friendly
2005-01-29,Ecuador,Panamá,2.0,0.0,Friendly
2005-01-29,Japón,Kazakhstan,4.0,0.0,Friendly
2005-01-29,Arabia Saudita,Turkmenistan,1.0,0.0,Friendly
2005-02-01,Trinidad And Tobago,Haití,1.0,0.0,Friendly
2005-02-02,Hungary,Arabia Saudita,0.0,0.0,Friendly
2005-02-02,Iran,Bosnia y Herzegovina,2.0,1.0,Friendly
2005-02-02,Japón,Syria,3.0,0.0,Friendly
2005-02-03,Trinidad And Tobago,Haití,2.0,1.0,Friendly
2005-02-04,Corea del Sur,Egipto,0.0,1.0,Friendly
2005-02-06,Trinidad And Tobago,Haití,0.0,1.0,Friendly
2005-02-08,Cyprus,Austria,1.0,1.0,Cyprus International Tournament
2005-02-08,Costa de Marfil,RD Congo,2.0,2.0,Friendly
2005-02-09,Argelia,Burkina Faso,3.0,0.0,Friendly
2005-02-09,Austria,Latvia,1.0,1.0,Cyprus International Tournament
2005-02-09,Bahrain,Iran,0.0,0.0,FIFA World Cup qualification
2005-02-09,Cameroon,Senegal,1.0,0.0,Friendly
2005-02-09,Chile,Ecuador,3.0,0.0,Friendly
2005-02-09,Costa Rica,México,1.0,2.0,FIFA World Cup qualification
2005-02-09,Egipto,Bélgica,4.0,0.0,Friendly
2005-02-09,Inglaterra,Países Bajos,0.0,0.0,Friendly
2005-02-09,Francia,Suecia,1.0,1.0,Friendly
2005-02-09,Alemania,Argentina,2.0,2.0,Friendly
2005-02-09,Hong Kong,Brasil,1.0,7.0,Lunar New Year Cup
2005-02-09,Republic Of Ireland,Portugal,1.0,0.0,Friendly
2005-02-09,Israel,Croacia,3.0,3.0,Friendly
2005-02-09,Japón,North Korea,2.0,1.0,FIFA World Cup qualification
2005-02-09,Corea del Sur,Kuwait,2.0,0.0,FIFA World Cup qualification
2005-02-09,Malta,Noruega,0.0,3.0,Friendly
2005-02-09,Marruecos,Kenya,5.0,1.0,FIFA World Cup qualification
2005-02-09,Northern Ireland,Canadá,0.0,1.0,Friendly
2005-02-09,Panamá,Guatemala,0.0,0.0,FIFA World Cup qualification
2005-02-09,Slovenia,Czech Republic,0.0,3.0,Friendly
2005-02-09,South Africa,Australia,1.0,1.0,Friendly
2005-02-09,España,San Marino,5.0,0.0,FIFA World Cup qualification
2005-02-09,Trinidad And Tobago,Estados Unidos,1.0,2.0,FIFA World Cup qualification
2005-02-09,United Arab Emirates,Suiza,1.0,2.0,Friendly
2005-02-09,Uzbekistán,Arabia Saudita,1.0,1.0,FIFA World Cup qualification
2005-02-13,Guatemala,Haití,2.0,1.0,Friendly
2005-02-16,Costa Rica,Ecuador,1.0,2.0,Friendly
2005-02-19,El Salvador,Panamá,0.0,1.0,UNCAF Cup
2005-02-22,RD Congo,Angola,0.0,2.0,Friendly
2005-02-23,México,Colombia,1.0,1.0,Friendly
2005-02-23,Panamá,Costa Rica,0.0,1.0,UNCAF Cup
2005-02-25,Honduras,Panamá,1.0,0.0,UNCAF Cup
2005-02-26,Seychelles,South Africa,0.0,3.0,COSAFA Cup
2005-02-27,Guatemala,Panamá,3.0,0.0,UNCAF Cup
2005-02-27,Mauritius,South Africa,0.0,1.0,COSAFA Cup
2005-03-09,México,Argentina,1.0,1.0,Friendly
2005-03-09,Estados Unidos,Colombia,3.0,0.0,Friendly
2005-03-14,Arabia Saudita,Egipto,0.0,1.0,Friendly
2005-03-18,Arabia Saudita,Finland,1.0,4.0,Friendly
2005-03-19,Gabon,RD Congo,0.0,0.0,Friendly
2005-03-19,Estados Unidos,Honduras,1.0,0.0,Friendly
2005-03-20,Corea del Sur,Burkina Faso,1.0,0.0,Friendly
2005-03-23,Kenya,Ghana,2.0,2.0,Friendly
2005-03-25,Iran,Japón,2.0,1.0,FIFA World Cup qualification
2005-03-25,Kuwait,Uzbekistán,2.0,1.0,FIFA World Cup qualification
2005-03-25,Arabia Saudita,Corea del Sur,2.0,0.0,FIFA World Cup qualification
2005-03-26,Australia,Iraq,2.0,1.0,Friendly
2005-03-26,Bélgica,Bosnia y Herzegovina,4.0,1.0,FIFA World Cup qualification
2005-03-26,Bolivia,Argentina,1.0,2.0,FIFA World Cup qualification
2005-03-26,Bulgaria,Suecia,0.0,3.0,FIFA World Cup qualification
2005-03-26,Burkina Faso,Cape Verde,1.0,2.0,FIFA World Cup qualification
2005-03-26,Chile,Uruguay,1.0,1.0,FIFA World Cup qualification
2005-03-26,Costa Rica,Panamá,2.0,1.0,FIFA World Cup qualification
2005-03-26,Croacia,Iceland,4.0,0.0,FIFA World Cup qualification
2005-03-26,Cyprus,Jordania,2.0,1.0,Friendly
2005-03-26,Czech Republic,Finland,4.0,3.0,FIFA World Cup qualification
2005-03-26,Inglaterra,Northern Ireland,4.0,0.0,FIFA World Cup qualification
2005-03-26,Francia,Suiza,0.0,0.0,FIFA World Cup qualification
2005-03-26,Italia,Scotland,2.0,0.0,FIFA World Cup qualification
2005-03-26,Marruecos,Guinea,1.0,0.0,FIFA World Cup qualification
2005-03-26,Portugal,Canadá,4.0,1.0,Friendly
2005-03-26,Romania,Países Bajos,0.0,2.0,FIFA World Cup qualification
2005-03-26,Senegal,Liberia,6.0,1.0,FIFA World Cup qualification
2005-03-26,Slovenia,Alemania,0.0,1.0,Friendly
2005-03-26,South Africa,Uganda,2.0,1.0,FIFA World Cup qualification
2005-03-26,España,China,3.0,0.0,Friendly
2005-03-26,Túnez,Malawi,7.0,0.0,FIFA World Cup qualification
2005-03-26,Turquía,Albania,2.0,0.0,FIFA World Cup qualification
2005-03-26,Venezuela,Colombia,0.0,0.0,FIFA World Cup qualification
2005-03-26,Wales,Austria,0.0,2.0,FIFA World Cup qualification
2005-03-26,Zambia,RD Congo,2.0,0.0,FIFA World Cup qualification
2005-03-27,Argelia,Rwanda,1.0,0.0,FIFA World Cup qualification
2005-03-27,Brasil,Perú,1.0,0.0,FIFA World Cup qualification
2005-03-27,RD Congo,Ghana,1.0,1.0,FIFA World Cup qualification
2005-03-27,Ecuador,Paraguay,5.0,2.0,FIFA World Cup qualification
2005-03-27,Egipto,Libya,4.0,1.0,FIFA World Cup qualification
2005-03-27,Costa de Marfil,Benin,3.0,0.0,FIFA World Cup qualification
2005-03-27,México,Estados Unidos,2.0,1.0,FIFA World Cup qualification
2005-03-29,Australia,Indonesia,3.0,0.0,Friendly
2005-03-30,Andorra,Czech Republic,0.0,4.0,FIFA World Cup qualification
2005-03-30,Argentina,Colombia,1.0,0.0,FIFA World Cup qualification
2005-03-30,Austria,Wales,1.0,0.0,FIFA World Cup qualification
2005-03-30,Bosnia y Herzegovina,Lithuania,1.0,1.0,FIFA World Cup qualification
2005-03-30,Croacia,Malta,3.0,0.0,FIFA World Cup qualification
2005-03-30,Inglaterra,Azerbaijan,2.0,0.0,FIFA World Cup qualification
2005-03-30,Georgia,Turquía,2.0,5.0,FIFA World Cup qualification
2005-03-30,Israel,Francia,1.0,1.0,FIFA World Cup qualification
2005-03-30,Japón,Bahrain,1.0,0.0,FIFA World Cup qualification
2005-03-30,North Korea,Iran,0.0,2.0,FIFA World Cup qualification
2005-03-30,Corea del Sur,Uzbekistán,2.0,1.0,FIFA World Cup qualification
2005-03-30,Kuwait,Arabia Saudita,0.0,0.0,FIFA World Cup qualification
2005-03-30,Moldova,Noruega,0.0,0.0,FIFA World Cup qualification
2005-03-30,Países Bajos,Armenia,2.0,0.0,FIFA World Cup qualification
2005-03-30,Panamá,México,1.0,1.0,FIFA World Cup qualification
2005-03-30,Paraguay,Chile,2.0,1.0,FIFA World Cup qualification
2005-03-30,Perú,Ecuador,2.0,2.0,FIFA World Cup qualification
2005-03-30,San Marino,Bélgica,1.0,2.0,FIFA World Cup qualification
2005-03-30,Serbia,España,0.0,0.0,FIFA World Cup qualification
2005-03-30,Slovakia,Portugal,1.0,1.0,FIFA World Cup qualification
2005-03-30,Suiza,Cyprus,1.0,0.0,FIFA World Cup qualification
2005-03-30,Uruguay,Brasil,1.0,1.0,FIFA World Cup qualification
2005-03-30,Estados Unidos,Guatemala,2.0,0.0,FIFA World Cup qualification
2005-04-20,Estonia,Noruega,1.0,2.0,Friendly
2005-04-27,Brasil,Guatemala,3.0,0.0,Friendly
2005-04-27,México,Polonia,1.0,1.0,Friendly
2005-05-04,Ecuador,Paraguay,1.0,0.0,Friendly
2005-05-22,Japón,Perú,0.0,1.0,Kirin Cup
2005-05-24,Noruega,Costa Rica,1.0,0.0,Friendly
2005-05-25,Venezuela,Panamá,1.0,1.0,Friendly
2005-05-27,Japón,United Arab Emirates,0.0,1.0,Kirin Cup
2005-05-27,Kuwait,Egipto,0.0,1.0,Friendly
2005-05-27,Arabia Saudita,Bahrain,1.0,1.0,Friendly
2005-05-27,Túnez,Angola,4.0,1.0,Friendly
2005-05-28,Estados Unidos,Inglaterra,1.0,2.0,Friendly
2005-05-29,Iran,Azerbaijan,2.0,1.0,Friendly
2005-05-31,Colombia,Inglaterra,2.0,3.0,Friendly
2005-05-31,Francia,Hungary,2.0,1.0,Friendly
2005-06-03,Bahrain,Japón,0.0,1.0,FIFA World Cup qualification
2005-06-03,Iran,North Korea,1.0,0.0,FIFA World Cup qualification
2005-06-03,Libya,Costa de Marfil,0.0,0.0,FIFA World Cup qualification
2005-06-03,Arabia Saudita,Kuwait,3.0,0.0,FIFA World Cup qualification
2005-06-03,Uzbekistán,Corea del Sur,1.0,1.0,FIFA World Cup qualification
2005-06-04,Botswana,Túnez,1.0,3.0,FIFA World Cup qualification
2005-06-04,Bulgaria,Croacia,1.0,3.0,FIFA World Cup qualification
2005-06-04,Cape Verde,South Africa,1.0,2.0,FIFA World Cup qualification
2005-06-04,Colombia,Perú,5.0,0.0,FIFA World Cup qualification
2005-06-04,Czech Republic,Andorra,8.0,1.0,FIFA World Cup qualification
2005-06-04,Ecuador,Argentina,2.0,0.0,FIFA World Cup qualification
2005-06-04,Faroe Islands,Suiza,1.0,3.0,FIFA World Cup qualification
2005-06-04,Guatemala,México,0.0,2.0,FIFA World Cup qualification
2005-06-04,Marruecos,Malawi,4.0,1.0,FIFA World Cup qualification
2005-06-04,Países Bajos,Romania,2.0,0.0,FIFA World Cup qualification
2005-06-04,Northern Ireland,Alemania,1.0,4.0,Friendly
2005-06-04,Noruega,Italia,0.0,0.0,FIFA World Cup qualification
2005-06-04,Portugal,Slovakia,2.0,0.0,FIFA World Cup qualification
2005-06-04,San Marino,Bosnia y Herzegovina,1.0,3.0,FIFA World Cup qualification
2005-06-04,Scotland,Moldova,2.0,0.0,FIFA World Cup qualification
2005-06-04,Serbia,Bélgica,0.0,0.0,FIFA World Cup qualification
2005-06-04,España,Lithuania,1.0,0.0,FIFA World Cup qualification
2005-06-04,Suecia,Malta,6.0,0.0,FIFA World Cup qualification
2005-06-04,Trinidad And Tobago,Panamá,2.0,0.0,FIFA World Cup qualification
2005-06-04,Turquía,Greece,0.0,0.0,FIFA World Cup qualification
2005-06-04,Estados Unidos,Costa Rica,3.0,0.0,FIFA World Cup qualification
2005-06-04,Venezuela,Uruguay,1.0,1.0,FIFA World Cup qualification
2005-06-05,Angola,Argelia,2.0,1.0,FIFA World Cup qualification
2005-06-05,Brasil,Paraguay,4.0,1.0,FIFA World Cup qualification
2005-06-05,RD Congo,Senegal,0.0,0.0,FIFA World Cup qualification
2005-06-05,RD Congo,Uganda,4.0,0.0,FIFA World Cup qualification
2005-06-05,Egipto,Sudan,6.0,1.0,FIFA World Cup qualification
2005-06-05,Ghana,Burkina Faso,2.0,1.0,FIFA World Cup qualification
2005-06-07,Perú,Uruguay,0.0,0.0,FIFA World Cup qualification
2005-06-08,Argentina,Brasil,3.0,1.0,FIFA World Cup qualification
2005-06-08,Belarus,Scotland,0.0,0.0,FIFA World Cup qualification
2005-06-08,Colombia,Ecuador,3.0,0.0,FIFA World Cup qualification
2005-06-08,Czech Republic,North Macedonia,6.0,1.0,FIFA World Cup qualification
2005-06-08,Estonia,Portugal,0.0,1.0,FIFA World Cup qualification
2005-06-08,Finland,Países Bajos,0.0,4.0,FIFA World Cup qualification
2005-06-08,Alemania,Russia,2.0,2.0,Friendly
2005-06-08,Iran,Bahrain,1.0,0.0,FIFA World Cup qualification
2005-06-08,Jordania,Iraq,0.0,1.0,Friendly
2005-06-08,Kazakhstan,Turquía,0.0,6.0,FIFA World Cup qualification
2005-06-08,North Korea,Japón,0.0,2.0,FIFA World Cup qualification
2005-06-08,Kuwait,Corea del Sur,0.0,4.0,FIFA World Cup qualification
2005-06-08,México,Trinidad And Tobago,2.0,0.0,FIFA World Cup qualification
2005-06-08,Panamá,Estados Unidos,0.0,3.0,FIFA World Cup qualification
2005-06-08,Paraguay,Bolivia,4.0,1.0,FIFA World Cup qualification
2005-06-08,Arabia Saudita,Uzbekistán,3.0,0.0,FIFA World Cup qualification
2005-06-08,España,Bosnia y Herzegovina,1.0,1.0,FIFA World Cup qualification
2005-06-08,Suecia,Noruega,2.0,3.0,Friendly
2005-06-09,Australia,Nueva Zelanda,1.0,0.0,Friendly
2005-06-11,Ecuador,Italia,1.0,1.0,Friendly
2005-06-11,Túnez,Guinea,2.0,0.0,FIFA World Cup qualification
2005-06-12,Argelia,Mali,0.0,3.0,Friendly
