date,home_team,away_team,home_score,away_score,tournament
1872-11-30,Scotland,Inglaterra,0.0,0.0,Friendly
1873-03-08,Inglaterra,Scotland,4.0,2.0,Friendly
1874-03-07,Scotland,Inglaterra,2.0,1.0,Friendly
1875-03-06,Inglaterra,Scotland,2.0,2.0,Friendly
1876-03-04,Scotland,Inglaterra,3.0,0.0,Friendly
1876-03-25,Scotland,Wales,4.0,0.0,Friendly
1877-03-03,Inglaterra,Scotland,1.0,3.0,Friendly
1877-03-05,Wales,Scotland,0.0,2.0,Friendly
1878-03-02,Scotland,Inglaterra,7.0,2.0,Friendly
1878-03-23,Scotland,Wales,9.0,0.0,Friendly
1879-01-18,Inglaterra,Wales,2.0,1.0,Friendly
1879-04-05,Inglaterra,Scotland,5.0,4.0,Friendly
1879-04-07,Wales,Scotland,0.0,3.0,Friendly
1880-03-13,Scotland,Inglaterra,5.0,4.0,Friendly
1880-03-15,Wales,Inglaterra,2.0,3.0,Friendly
1880-03-27,Scotland,Wales,5.0,1.0,Friendly
1881-02-26,Inglaterra,Wales,0.0,1.0,Friendly
1881-03-12,Inglaterra,Scotland,1.0,6.0,Friendly
1881-03-14,Wales,Scotland,1.0,5.0,Friendly
1882-02-18,Northern Ireland,Inglaterra,0.0,13.0,Friendly
1882-03-11,Scotland,Inglaterra,5.0,1.0,Friendly
1882-03-13,Wales,Inglaterra,5.0,3.0,Friendly
1882-03-25,Scotland,Wales,5.0,0.0,Friendly
1883-02-03,Inglaterra,Wales,5.0,0.0,Friendly
1883-02-24,Inglaterra,Northern Ireland,7.0,0.0,Friendly
1883-03-10,Inglaterra,Scotland,2.0,3.0,Friendly
1883-03-12,Wales,Scotland,0.0,3.0,Friendly
1884-01-26,Northern Ireland,Scotland,0.0,5.0,British Home Championship
1884-02-23,Northern Ireland,Inglaterra,1.0,8.0,British Home Championship
1884-03-15,Scotland,Inglaterra,1.0,0.0,British Home Championship
1884-03-17,Wales,Inglaterra,0.0,4.0,British Home Championship
1884-03-29,Scotland,Wales,4.0,1.0,British Home Championship
1885-02-28,Inglaterra,Northern Ireland,4.0,0.0,British Home Championship
1885-03-14,Inglaterra,Wales,1.0,1.0,British Home Championship
1885-03-14,Scotland,Northern Ireland,8.0,2.0,British Home Championship
1885-03-21,Inglaterra,Scotland,1.0,1.0,British Home Championship
1885-03-23,Wales,Scotland,1.0,8.0,British Home Championship
1885-11-28,Estados Unidos,Canadá,0.0,1.0,Friendly
1886-03-13,Northern Ireland,Inglaterra,1.0,6.0,British Home Championship
1886-03-20,Northern Ireland,Scotland,2.0,7.0,British Home Championship
1886-03-27,Scotland,Inglaterra,1.0,1.0,British Home Championship
1886-03-29,Wales,Inglaterra,1.0,3.0,British Home Championship
1886-04-10,Scotland,Wales,4.0,1.0,British Home Championship
1886-11-25,Estados Unidos,Canadá,3.0,2.0,Friendly
1887-02-05,Inglaterra,Northern Ireland,7.0,0.0,British Home Championship
1887-02-19,Scotland,Northern Ireland,4.0,1.0,British Home Championship
1887-02-26,Inglaterra,Wales,4.0,0.0,British Home Championship
1887-03-19,Inglaterra,Scotland,2.0,3.0,British Home Championship
1887-03-21,Wales,Scotland,0.0,2.0,British Home Championship
1888-02-04,Inglaterra,Wales,5.0,1.0,British Home Championship
1888-03-10,Scotland,Wales,5.0,1.0,British Home Championship
1888-03-17,Scotland,Inglaterra,0.0,5.0,British Home Championship
1888-03-24,Northern Ireland,Scotland,2.0,10.0,British Home Championship
1888-04-07,Northern Ireland,Inglaterra,1.0,5.0,British Home Championship
1888-09-19,Scotland,Canadá,4.0,0.0,Friendly
1889-02-23,Inglaterra,Wales,4.0,1.0,British Home Championship
1889-03-02,Inglaterra,Northern Ireland,6.0,1.0,British Home Championship
1889-03-09,Scotland,Northern Ireland,7.0,0.0,British Home Championship
1889-04-13,Inglaterra,Scotland,2.0,3.0,British Home Championship
1889-04-15,Wales,Scotland,0.0,0.0,British Home Championship
1890-03-15,Northern Ireland,Inglaterra,1.0,9.0,British Home Championship
1890-03-15,Wales,Inglaterra,1.0,3.0,British Home Championship
1890-03-22,Scotland,Wales,5.0,0.0,British Home Championship
1890-03-29,Northern Ireland,Scotland,1.0,4.0,British Home Championship
1890-04-05,Scotland,Inglaterra,1.0,1.0,British Home Championship
1891-03-07,Inglaterra,Wales,4.0,1.0,British Home Championship
1891-03-07,Inglaterra,Northern Ireland,6.0,1.0,British Home Championship
1891-03-21,Wales,Scotland,3.0,4.0,British Home Championship
1891-03-28,Scotland,Northern Ireland,2.0,1.0,British Home Championship
1891-04-04,Inglaterra,Scotland,2.0,1.0,British Home Championship
1892-03-05,Northern Ireland,Inglaterra,0.0,2.0,British Home Championship
1892-03-05,Wales,Inglaterra,0.0,2.0,British Home Championship
1892-03-19,Northern Ireland,Scotland,2.0,3.0,British Home Championship
1892-03-26,Scotland,Wales,6.0,1.0,British Home Championship
1892-04-02,Scotland,Inglaterra,1.0,4.0,British Home Championship
1893-02-25,Inglaterra,Northern Ireland,6.0,1.0,British Home Championship
1893-03-13,Inglaterra,Wales,6.0,0.0,British Home Championship
1893-03-18,Wales,Scotland,0.0,8.0,British Home Championship
1893-03-25,Scotland,Northern Ireland,6.0,1.0,British Home Championship
1893-04-01,Inglaterra,Scotland,5.0,2.0,British Home Championship
1894-03-03,Northern Ireland,Inglaterra,2.0,2.0,British Home Championship
1894-03-12,Wales,Inglaterra,1.0,5.0,British Home Championship
1894-03-24,Scotland,Wales,5.0,2.0,British Home Championship
1894-03-31,Northern Ireland,Scotland,1.0,2.0,British Home Championship
1894-04-07,Scotland,Inglaterra,2.0,2.0,British Home Championship
1895-03-09,Inglaterra,Northern Ireland,9.0,0.0,British Home Championship
1895-03-18,Inglaterra,Wales,1.0,1.0,British Home Championship
1895-03-23,Wales,Scotland,2.0,2.0,British Home Championship
1895-03-30,Scotland,Northern Ireland,3.0,1.0,British Home Championship
1895-04-06,Inglaterra,Scotland,3.0,0.0,British Home Championship
1896-03-07,Northern Ireland,Inglaterra,0.0,2.0,British Home Championship
1896-03-16,Wales,Inglaterra,1.0,9.0,British Home Championship
1896-03-21,Scotland,Wales,4.0,0.0,British Home Championship
1896-03-28,Northern Ireland,Scotland,3.0,3.0,British Home Championship
1896-04-04,Scotland,Inglaterra,2.0,1.0,British Home Championship
1897-02-20,Inglaterra,Northern Ireland,6.0,0.0,British Home Championship
1897-03-20,Wales,Scotland,2.0,2.0,British Home Championship
1897-03-27,Scotland,Northern Ireland,5.0,1.0,British Home Championship
1897-03-29,Inglaterra,Wales,4.0,0.0,British Home Championship
1897-04-03,Inglaterra,Scotland,1.0,2.0,British Home Championship
1898-03-05,Northern Ireland,Inglaterra,2.0,3.0,British Home Championship
1898-03-19,Scotland,Wales,5.0,2.0,British Home Championship
1898-03-26,Northern Ireland,Scotland,0.0,3.0,British Home Championship
1898-03-28,Wales,Inglaterra,0.0,3.0,British Home Championship
1898-04-02,Scotland,Inglaterra,1.0,3.0,British Home Championship
1899-02-18,Inglaterra,Northern Ireland,13.0,2.0,British Home Championship
1899-03-18,Wales,Scotland,0.0,6.0,British Home Championship
1899-03-20,Inglaterra,Wales,4.0,0.0,British Home Championship
1899-03-25,Scotland,Northern Ireland,9.0,1.0,British Home Championship
1899-04-08,Inglaterra,Scotland,2.0,1.0,British Home Championship
1900-02-03,Scotland,Wales,5.0,2.0,British Home Championship
1900-03-03,Northern Ireland,Scotland,0.0,3.0,British Home Championship
1900-03-17,Northern Ireland,Inglaterra,0.0,2.0,British Home Championship
1900-03-26,Wales,Inglaterra,1.0,1.0,British Home Championship
1900-04-07,Scotland,Inglaterra,4.0,1.0,British Home Championship
1901-02-23,Scotland,Northern Ireland,11.0,0.0,British Home Championship
1901-03-02,Wales,Scotland,1.0,1.0,British Home Championship
1901-03-09,Inglaterra,Northern Ireland,3.0,0.0,British Home Championship
1901-03-18,Inglaterra,Wales,6.0,0.0,British Home Championship
1901-03-30,Inglaterra,Scotland,2.0,2.0,British Home Championship
1902-03-01,Northern Ireland,Scotland,1.0,5.0,British Home Championship
1902-03-03,Wales,Inglaterra,0.0,0.0,British Home Championship
1902-03-15,Scotland,Wales,5.0,1.0,British Home Championship
1902-03-22,Northern Ireland,Inglaterra,0.0,1.0,British Home Championship
1902-05-03,Inglaterra,Scotland,2.0,2.0,British Home Championship
1902-07-20,Uruguay,Argentina,0.0,6.0,Friendly
1902-10-12,Austria,Hungary,5.0,0.0,Friendly
1903-02-14,Inglaterra,Northern Ireland,4.0,0.0,British Home Championship
1903-03-02,Inglaterra,Wales,2.0,1.0,British Home Championship
1903-03-09,Wales,Scotland,0.0,1.0,British Home Championship
1903-03-21,Scotland,Northern Ireland,0.0,2.0,British Home Championship
1903-04-04,Inglaterra,Scotland,1.0,2.0,British Home Championship
1903-06-11,Hungary,Austria,3.0,2.0,Friendly
1903-09-13,Argentina,Uruguay,2.0,3.0,Friendly
1903-10-11,Austria,Hungary,4.0,2.0,Friendly
1904-02-29,Wales,Inglaterra,2.0,2.0,British Home Championship
1904-03-12,Northern Ireland,Inglaterra,1.0,3.0,British Home Championship
1904-03-12,Scotland,Wales,1.0,1.0,British Home Championship
1904-03-26,Northern Ireland,Scotland,1.0,1.0,British Home Championship
1904-04-09,Scotland,Inglaterra,0.0,1.0,British Home Championship
1904-05-01,Bélgica,Francia,3.0,3.0,Évence Coppée Trophy
1904-06-02,Hungary,Austria,3.0,0.0,Friendly
1904-10-09,Austria,Hungary,5.0,4.0,Friendly
1905-02-12,Francia,Suiza,1.0,0.0,Friendly
1905-02-25,Inglaterra,Northern Ireland,1.0,1.0,British Home Championship
1905-03-06,Wales,Scotland,3.0,1.0,British Home Championship
1905-03-18,Scotland,Northern Ireland,4.0,0.0,British Home Championship
1905-03-27,Inglaterra,Wales,3.0,1.0,British Home Championship
1905-04-01,Inglaterra,Scotland,1.0,0.0,British Home Championship
1905-04-09,Hungary,Austria,0.0,0.0,Friendly
1905-04-30,Bélgica,Países Bajos,1.0,4.0,Friendly
1905-05-07,Bélgica,Francia,7.0,0.0,Friendly
1905-05-14,Países Bajos,Bélgica,4.0,0.0,Friendly
1905-08-15,Argentina,Uruguay,0.0,0.0,Copa Lipton
1906-02-17,Northern Ireland,Inglaterra,0.0,5.0,British Home Championship
1906-03-03,Scotland,Wales,0.0,2.0,British Home Championship
1906-03-17,Northern Ireland,Scotland,0.0,1.0,British Home Championship
1906-03-19,Wales,Inglaterra,0.0,1.0,British Home Championship
1906-04-07,Scotland,Inglaterra,2.0,1.0,British Home Championship
1906-04-22,Francia,Bélgica,0.0,5.0,Friendly
1906-04-29,Bélgica,Países Bajos,5.0,0.0,Friendly
1906-05-13,Países Bajos,Bélgica,2.0,3.0,Friendly
1906-07-09,Argentina,South Africa,0.0,1.0,Friendly
1906-08-15,Uruguay,Argentina,0.0,2.0,Copa Lipton
1906-10-21,Argentina,Uruguay,2.0,1.0,Copa Newton
1906-11-04,Hungary,Austria,3.0,1.0,Friendly
1907-02-16,Inglaterra,Northern Ireland,1.0,0.0,British Home Championship
1907-03-04,Wales,Scotland,1.0,0.0,British Home Championship
1907-03-16,Scotland,Northern Ireland,3.0,0.0,British Home Championship
1907-03-18,Inglaterra,Wales,1.0,1.0,British Home Championship
1907-04-06,Inglaterra,Scotland,1.0,1.0,British Home Championship
1907-04-14,Bélgica,Países Bajos,1.0,3.0,Friendly
1907-04-21,Bélgica,Francia,1.0,2.0,Friendly
1907-05-05,Austria,Hungary,3.0,1.0,Friendly
1907-05-09,Países Bajos,Bélgica,1.0,2.0,Friendly
1907-11-03,Hungary,Austria,4.0,1.0,Friendly
1908-02-15,Northern Ireland,Inglaterra,1.0,3.0,British Home Championship
1908-03-07,Scotland,Wales,2.0,1.0,British Home Championship
1908-03-08,Suiza,Francia,1.0,2.0,Friendly
1908-03-14,Northern Ireland,Scotland,0.0,5.0,British Home Championship
1908-03-16,Wales,Inglaterra,1.0,7.0,British Home Championship
1908-03-29,Bélgica,Países Bajos,1.0,4.0,Friendly
1908-04-04,Scotland,Inglaterra,1.0,1.0,British Home Championship
1908-04-05,Suiza,Alemania,5.0,3.0,Friendly
1908-04-12,Francia,Bélgica,1.0,2.0,Friendly
1908-04-26,Países Bajos,Bélgica,3.0,1.0,Friendly
1908-05-03,Austria,Hungary,4.0,0.0,Friendly
1908-05-10,Países Bajos,Francia,4.0,1.0,Friendly
1908-06-06,Austria,Inglaterra,1.0,6.0,Friendly
1908-06-07,Austria,Alemania,3.0,2.0,Friendly
1908-06-08,Austria,Inglaterra,1.0,11.0,Friendly
1908-06-10,Hungary,Inglaterra,0.0,7.0,Friendly
1908-06-13,Czechoslovakia,Inglaterra,0.0,4.0,Friendly
1908-07-12,Suecia,Noruega,11.0,3.0,Friendly
1908-08-15,Uruguay,Argentina,2.0,2.0,Copa Lipton
1908-09-13,Argentina,Uruguay,2.0,1.0,Copa Newton
1908-10-04,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino
1908-10-22,Francia,Dinamarca,1.0,17.0,Olympic Games
1908-10-23,Países Bajos,Suecia,2.0,0.0,Olympic Games
1908-10-25,Países Bajos,Suecia,5.0,3.0,Friendly
1908-10-26,Bélgica,Suecia,2.0,1.0,Friendly
1908-11-01,Hungary,Austria,5.0,3.0,Friendly
1909-02-13,Inglaterra,Northern Ireland,4.0,0.0,British Home Championship
1909-03-01,Wales,Scotland,3.0,2.0,British Home Championship
1909-03-15,Inglaterra,Wales,2.0,0.0,British Home Championship
1909-03-15,Scotland,Northern Ireland,5.0,0.0,British Home Championship
1909-03-21,Bélgica,Países Bajos,1.0,4.0,Friendly
1909-04-03,Inglaterra,Scotland,2.0,0.0,British Home Championship
1909-04-04,Alemania,Suiza,1.0,0.0,Friendly
1909-04-04,Hungary,Alemania,3.0,3.0,Friendly
1909-04-25,Países Bajos,Bélgica,4.0,1.0,Friendly
1909-05-02,Austria,Hungary,3.0,4.0,Friendly
1909-05-09,Bélgica,Francia,5.0,2.0,Friendly
1909-05-29,Hungary,Inglaterra,2.0,4.0,Friendly
1909-05-30,Hungary,Austria,1.0,1.0,Friendly
1909-05-31,Hungary,Inglaterra,2.0,8.0,Friendly
1909-06-01,Austria,Inglaterra,1.0,8.0,Friendly
1909-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton
1909-09-19,Uruguay,Argentina,2.0,2.0,Copa Newton
1909-10-10,Argentina,Uruguay,3.0,1.0,Copa Premio Honor Argentino
1909-11-07,Hungary,Austria,2.0,2.0,Friendly
1910-02-12,Northern Ireland,Inglaterra,1.0,1.0,British Home Championship
1910-03-05,Scotland,Wales,1.0,0.0,British Home Championship
1910-03-13,Bélgica,Países Bajos,3.0,2.0,Friendly
1910-03-14,Wales,Inglaterra,0.0,1.0,British Home Championship
1910-03-19,Northern Ireland,Scotland,1.0,0.0,British Home Championship
1910-04-02,Scotland,Inglaterra,2.0,0.0,British Home Championship
1910-04-03,Francia,Bélgica,0.0,4.0,Friendly
1910-04-03,Suiza,Alemania,2.0,3.0,Friendly
1910-04-10,Países Bajos,Bélgica,7.0,0.0,Friendly
1910-04-24,Países Bajos,Alemania,4.0,2.0,Friendly
1910-05-01,Austria,Hungary,2.0,1.0,Friendly
1910-05-15,Italia,Francia,6.0,2.0,Friendly
1910-05-16,Alemania,Bélgica,0.0,3.0,Friendly
1910-05-27,Argentina,Chile,3.0,1.0,Friendly
1910-05-29,Chile,Uruguay,0.0,3.0,Friendly
1910-06-05,Argentina,Chile,5.0,1.0,Friendly
1910-06-12,Argentina,Uruguay,4.0,1.0,Friendly
1910-08-15,Uruguay,Argentina,3.0,1.0,Copa Lipton
1910-09-11,Chile,Argentina,0.0,3.0,Friendly
1910-09-11,Noruega,Suecia,0.0,4.0,Friendly
1910-10-16,Alemania,Países Bajos,1.0,2.0,Friendly
1910-11-06,Hungary,Austria,3.0,0.0,Friendly
1910-11-13,Argentina,Uruguay,1.0,1.0,Copa Premio Honor Argentino
1910-11-27,Argentina,Uruguay,2.0,6.0,Copa Premio Honor Argentino
1911-01-01,Francia,Hungary,0.0,3.0,Friendly
1911-01-08,Suiza,Hungary,2.0,0.0,Friendly
1911-02-11,Inglaterra,Northern Ireland,2.0,1.0,British Home Championship
1911-03-06,Wales,Scotland,2.0,2.0,British Home Championship
1911-03-13,Inglaterra,Wales,3.0,0.0,British Home Championship
1911-03-18,Scotland,Northern Ireland,2.0,0.0,British Home Championship
1911-03-19,Bélgica,Países Bajos,1.0,5.0,Friendly
1911-03-26,Alemania,Suiza,6.0,2.0,Friendly
1911-04-01,Inglaterra,Scotland,1.0,1.0,British Home Championship
1911-04-02,Países Bajos,Bélgica,3.0,1.0,Friendly
1911-04-09,Francia,Italia,2.0,2.0,Friendly
1911-04-23,Bélgica,Alemania,2.0,1.0,Friendly
1911-04-23,Suiza,Francia,5.0,2.0,Friendly
1911-04-30,Bélgica,Francia,7.0,1.0,Friendly
1911-05-07,Austria,Hungary,3.0,1.0,Friendly
1911-05-07,Italia,Suiza,2.0,2.0,Friendly
1911-05-21,Suiza,Italia,3.0,0.0,Friendly
1911-06-18,Suecia,Alemania,2.0,4.0,Friendly
1911-08-15,Argentina,Uruguay,0.0,2.0,Copa Lipton
1911-09-17,Suecia,Noruega,4.0,1.0,Friendly
1911-09-17,Uruguay,Argentina,2.0,3.0,Copa Newton
1911-10-08,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo
1911-10-09,Alemania,Austria,1.0,2.0,Friendly
1911-10-22,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino
1911-10-22,Finland,Suecia,2.0,5.0,Friendly
1911-10-29,Alemania,Suecia,1.0,3.0,Friendly
1911-10-29,Hungary,Suiza,9.0,0.0,Friendly
1911-10-29,Luxembourg,Francia,1.0,4.0,Friendly
1911-10-29,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo
1911-11-05,Hungary,Austria,2.0,0.0,Friendly
1911-12-17,Alemania,Hungary,1.0,4.0,Friendly
1912-01-28,Francia,Bélgica,1.0,1.0,Friendly
1912-02-10,Northern Ireland,Inglaterra,1.0,6.0,British Home Championship
1912-02-10,Francia,Catalonia,7.0,0.0,Friendly
1912-02-18,Francia,Suiza,4.0,1.0,Friendly
1912-02-20,Bélgica,Suiza,9.0,2.0,Friendly
1912-03-02,Scotland,Wales,1.0,0.0,British Home Championship
1912-03-10,Bélgica,Países Bajos,1.0,2.0,Friendly
1912-03-11,Wales,Inglaterra,0.0,2.0,British Home Championship
1912-03-16,Northern Ireland,Scotland,1.0,4.0,British Home Championship
1912-03-17,Italia,Francia,3.0,4.0,Friendly
1912-03-23,Scotland,Inglaterra,1.0,1.0,British Home Championship
1912-03-24,Países Bajos,Alemania,5.0,5.0,Friendly
1912-04-14,Hungary,Alemania,4.0,4.0,Friendly
1912-04-28,Países Bajos,Bélgica,4.0,3.0,Friendly
1912-05-05,Austria,Hungary,1.0,1.0,Friendly
1912-05-05,Suiza,Alemania,1.0,2.0,Friendly
1912-06-16,Noruega,Suecia,1.0,2.0,Friendly
1912-06-20,Suecia,Hungary,2.0,2.0,Friendly
1912-06-23,Noruega,Hungary,0.0,6.0,Friendly
1912-06-27,Suecia,Finland,7.0,1.0,Friendly
1912-06-29,Austria,Alemania,5.0,1.0,Olympic Games
1912-06-29,Suecia,Países Bajos,3.0,4.0,Olympic Games
1912-06-30,Dinamarca,Noruega,7.0,0.0,Olympic Games
1912-06-30,Países Bajos,Austria,3.0,1.0,Olympic Games
1912-07-01,Austria,Noruega,1.0,0.0,Olympic Games
1912-07-01,Alemania,Russia,16.0,0.0,Olympic Games
1912-07-01,Suecia,Italia,0.0,1.0,Olympic Games
1912-07-02,Dinamarca,Países Bajos,4.0,1.0,Olympic Games
1912-07-03,Hungary,Alemania,3.0,1.0,Olympic Games
1912-07-03,Austria,Italia,5.0,1.0,Olympic Games
1912-07-03,Noruega,Russia,2.0,1.0,Friendly
1912-07-04,Países Bajos,Finland,9.0,0.0,Olympic Games
1912-07-05,Hungary,Austria,3.0,0.0,Olympic Games
1912-08-15,Uruguay,Argentina,2.0,0.0,Copa Lipton
1912-08-25,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo
1912-09-22,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino
1912-10-06,Argentina,Uruguay,3.0,3.0,Copa Newton
1912-10-06,Dinamarca,Alemania,3.0,1.0,Friendly
1912-11-03,Hungary,Austria,4.0,0.0,Friendly
1912-11-03,Suecia,Noruega,4.0,2.0,Friendly
1912-11-17,Alemania,Países Bajos,2.0,3.0,Friendly
1912-12-01,Uruguay,Argentina,1.0,3.0,Friendly
1912-12-01,Catalonia,Francia,1.0,0.0,Friendly
1912-12-22,Italia,Austria,1.0,3.0,Friendly
1913-01-12,Francia,Italia,1.0,0.0,Friendly
1913-02-15,Northern Ireland,Inglaterra,2.0,1.0,British Home Championship
1913-02-16,Bélgica,Francia,3.0,0.0,Friendly
1913-03-03,Wales,Scotland,0.0,0.0,British Home Championship
1913-03-09,Bélgica,Países Bajos,3.0,3.0,Friendly
1913-03-09,Suiza,Francia,1.0,4.0,Friendly
1913-03-15,Northern Ireland,Scotland,1.0,2.0,British Home Championship
1913-03-17,Inglaterra,Wales,4.0,3.0,British Home Championship
1913-04-05,Inglaterra,Scotland,1.0,0.0,British Home Championship
1913-04-20,Francia,Luxembourg,8.0,0.0,Friendly
1913-04-20,Países Bajos,Bélgica,2.0,4.0,Friendly
1913-04-27,Austria,Hungary,1.0,4.0,Friendly
1913-05-01,Italia,Bélgica,1.0,0.0,Friendly
1913-05-04,Russia,Suecia,1.0,4.0,Friendly
1913-05-04,Suiza,Bélgica,1.0,2.0,Friendly
1913-05-18,Alemania,Suiza,1.0,2.0,Friendly
1913-05-18,Hungary,Suecia,2.0,0.0,Friendly
1913-05-25,Dinamarca,Suecia,8.0,0.0,Friendly
1913-06-08,Suecia,Noruega,9.0,0.0,Friendly
1913-06-15,Argentina,Uruguay,1.0,1.0,Friendly
1913-06-15,Austria,Italia,2.0,0.0,Friendly
1913-07-09,Argentina,Uruguay,2.0,1.0,Friendly
1913-08-15,Argentina,Uruguay,4.0,0.0,Copa Lipton
1913-08-31,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino
1913-09-14,Russia,Noruega,1.0,1.0,Friendly
1913-09-21,Chile,Argentina,0.0,2.0,Friendly
1913-10-05,Suecia,Dinamarca,0.0,10.0,Friendly
1913-10-05,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo
1913-10-26,Alemania,Dinamarca,1.0,4.0,Friendly
1913-10-26,Hungary,Austria,4.0,3.0,Friendly
1913-10-26,Noruega,Suecia,1.0,1.0,Friendly
1913-10-26,Uruguay,Argentina,1.0,0.0,Copa Newton
1913-11-02,Bélgica,Suiza,2.0,0.0,Friendly
1913-11-23,Bélgica,Alemania,6.0,2.0,Friendly
1914-01-11,Italia,Austria,0.0,0.0,Friendly
1914-01-25,Francia,Bélgica,4.0,3.0,Friendly
1914-02-08,Luxembourg,Francia,5.0,4.0,Friendly
1914-02-14,Inglaterra,Northern Ireland,0.0,3.0,British Home Championship
1914-02-28,Scotland,Wales,0.0,0.0,British Home Championship
1914-03-08,Francia,Suiza,2.0,2.0,Friendly
1914-03-14,Northern Ireland,Scotland,1.0,1.0,British Home Championship
1914-03-15,Bélgica,Países Bajos,2.0,4.0,Friendly
1914-03-16,Wales,Inglaterra,0.0,2.0,British Home Championship
1914-03-29,Italia,Francia,2.0,0.0,Friendly
1914-04-04,Scotland,Inglaterra,3.0,1.0,British Home Championship
1914-04-05,Italia,Suiza,1.0,1.0,Friendly
1914-04-05,Países Bajos,Alemania,4.0,4.0,Friendly
1914-04-26,Países Bajos,Bélgica,4.0,2.0,Friendly
1914-05-03,Austria,Hungary,2.0,0.0,Friendly
1914-05-17,Dinamarca,Países Bajos,4.0,3.0,Friendly
1914-05-17,Suiza,Italia,0.0,1.0,Friendly
1914-05-24,Suecia,Finland,4.0,3.0,Friendly
1914-05-31,Hungary,Francia,5.0,1.0,Friendly
1914-06-21,Suecia,Hungary,1.0,1.0,Friendly
1914-06-28,Noruega,Suecia,0.0,1.0,Friendly
1914-07-05,Suecia,Russia,2.0,2.0,Friendly
1914-07-12,Noruega,Russia,1.0,1.0,Friendly
1914-08-30,Uruguay,Argentina,3.0,2.0,Copa Premio Honor Uruguayo
1914-09-13,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino
1914-09-20,Argentina,Brasil,3.0,0.0,Friendly
1914-09-27,Argentina,Brasil,0.0,1.0,Copa Roca
1914-10-04,Hungary,Austria,2.0,2.0,Friendly
1914-10-25,Suecia,Noruega,7.0,0.0,Friendly
1914-11-08,Austria,Hungary,1.0,2.0,Friendly
1915-01-31,Italia,Suiza,3.0,1.0,Friendly
1915-05-02,Hungary,Austria,2.0,5.0,Friendly
1915-05-30,Austria,Hungary,1.0,2.0,Friendly
1915-06-06,Dinamarca,Suecia,2.0,0.0,Friendly
1915-06-27,Noruega,Suecia,1.0,1.0,Friendly
1915-07-18,Uruguay,Argentina,2.0,3.0,Copa Premio Honor Uruguayo
1915-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton
1915-09-12,Uruguay,Argentina,2.0,0.0,Copa Newton
1915-09-19,Dinamarca,Noruega,8.0,1.0,Friendly
1915-10-03,Austria,Hungary,4.0,2.0,Friendly
1915-10-24,Suecia,Noruega,5.0,2.0,Friendly
1915-10-31,Suecia,Dinamarca,0.0,2.0,Friendly
1915-11-07,Hungary,Austria,6.0,2.0,Friendly
1916-05-07,Austria,Hungary,3.0,1.0,Friendly
1916-06-04,Dinamarca,Suecia,2.0,0.0,Friendly
1916-06-04,Hungary,Austria,2.0,1.0,Friendly
1916-06-25,Noruega,Dinamarca,0.0,2.0,Friendly
1916-07-02,Chile,Uruguay,0.0,4.0,Copa América
1916-07-02,Suecia,Noruega,6.0,0.0,Friendly
1916-07-06,Argentina,Chile,6.0,1.0,Copa América
1916-07-08,Brasil,Chile,1.0,1.0,Copa América
1916-07-10,Argentina,Brasil,1.0,1.0,Copa América
1916-07-12,Argentina,Chile,1.0,0.0,Friendly
1916-07-12,Brasil,Uruguay,1.0,2.0,Copa América
1916-07-14,Uruguay,Chile,4.0,1.0,Friendly
1916-07-17,Argentina,Uruguay,0.0,0.0,Copa América
1916-07-18,Uruguay,Brasil,0.0,1.0,Friendly
1916-08-15,Argentina,Uruguay,3.0,1.0,Copa Newton
1916-08-15,Uruguay,Argentina,1.0,2.0,Copa Lipton
1916-08-20,Suecia,Estados Unidos,2.0,3.0,Friendly
1916-09-03,Noruega,Estados Unidos,1.0,1.0,Friendly
1916-10-01,Argentina,Uruguay,7.0,2.0,Friendly
1916-10-01,Hungary,Austria,2.0,3.0,Friendly
1916-10-01,Noruega,Suecia,0.0,0.0,Friendly
1916-10-01,Uruguay,Argentina,0.0,1.0,Copa Premio Honor Uruguayo
1916-10-08,Suecia,Dinamarca,4.0,0.0,Friendly
1916-10-15,Dinamarca,Noruega,8.0,0.0,Friendly
1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly
1916-11-05,Austria,Hungary,3.0,3.0,Friendly
1917-05-06,Austria,Hungary,1.0,1.0,Friendly
1917-05-07,Japón,Philippines,2.0,15.0,Friendly
1917-05-09,Japón,China,0.0,5.0,Far Eastern Championship Games
1917-05-10,Japón,Philippines,2.0,15.0,Far Eastern Championship Games
1917-06-03,Dinamarca,Suecia,1.0,1.0,Friendly
1917-06-03,Hungary,Austria,6.0,2.0,Friendly
1917-06-17,Noruega,Dinamarca,1.0,2.0,Friendly
1917-07-15,Austria,Hungary,1.0,4.0,Friendly
1917-07-18,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo
